Verb,Prep
перепродавать,
перепродать,
пересесть,с
переслать,к
переступить,на
плавать,на
повадиться,в
повернуться,на
повесить,на
погибнуть,по пути к
подаваться,в
подавить,на
податься,в
подвинуться,с
подготовить,
поискать,
поймать,на
показать,
покинуть,
положить,в
положить,на
получить,
поместить,в
попадать,в
попасть,в
попросить,с
поселить,на
поселиться,на
поселять,на
поселяться,на
посетить,
послать,на
поставить,на
потереть,
потерять,
потирать,
потоптаться,на
появиться,на
предложить,
предоставить,
предоставлять,
препроводить,к
препровождать,к
приближаться,к
приблизиться,к
прибрести,
прибыть,к
прибыть,на
привыкнуть,к
пригвоздить,к
приглядеть,
придерживаться,
прийти,в
прийти,к
прийти,на
приехать,на
прижиться,на
прикладывать,к
приковать,к
приложить,к
припарковать,у
припарковаться,на
приплясывать,на
прирастать,к
прирастить,к
присмотреть,
притронуться,к
провалиться,на
провести,на
проводить,до
продвинуть,до
проезжать,мимо
проезжать,по
проживать,по
произойти,на
произойти,предположительно на
происходить,на
происходить,предположительно на
пройти,к
прокладывать,к
проскочить,
проходить,возле
проходить,мимо
проходить,около
проходить,по
проходить,рядом с
проходить,у
проходить,через
прошмыгнуть,к
прошмыгнуть,на
прятать,на
разбираться,на
развести,на
раздражать,
разобраться,на
располагаться,спереди от
рассиживаться,на
расследовать,на
рассматривать,
рассмотреть,с
расстреливать,на
растереть,
растирать,
растревожить,
расчистить,
рвануть,с
садиться,на
сволакивать,в
сдвинуть,с
сдвинуться,с
сесть,на
сидеть,на
сказать,к
сказать,явно к
складывать,на
сконцентрировать,в направлении
сконцентрироваться,в направлении
скончаться,на
скоординироваться,по
скрываться,недалеко от
скрыться,с
сложить,в
сниматься,с
соврать,о
согнать,с
сойти,в
сойти,с
сообщить,на
сообщить,о
сопровождать,до
сорваться,с
соскучиться,о
соскучиться,по
составить,в
спрятать,в
срываться,с
ссориться,из-за
ставить,на
сталкивать,с
стать,на
стоить,
столкнуть,с
сторожить,возле
сторожить,на
сторожить,у
стоять,в
стоять,возле
стоять,на
стоять,около
стоять,рядом с
стоять,у
строить,в
стронуть,с
топтаться,на
требовать,
трогаться,с
тронуться,с
тянуть,от
тянуть,из
тянуть,с
убить,на
убрать,в
убрать,на
убрать,
убыть,на
угодить,в
ударить,по
уделить,
уделять,
удостовериться,относительно
удостоверяться,относительно
уехать,с
уживаться,на
уйти,с
указать,
указывать,
уложить,на
упасть,на
уточнить,
ухлопать,на
уходить,с
фотографировать,с
ходить,в
ходить,до
ходить,из
чувствовать,в
экономить,
